Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2609789,2023-05-27T00:00:00Z,New Mexico,Red River,400 E Main Street,3,4,0,1,1
2609601,2023-05-27T00:00:00Z,Illinois,Chicago,7900 S Ashland Avenue,1,3,0,0,0
2608422,2023-05-26T00:00:00Z,Wisconsin,Milwaukee,N 38th Street and W Walnut Street,0,4,0,0,1
2608830,2023-05-26T00:00:00Z,Virginia,Woodbridge,14723 Birchdale Avenue,3,1,0,0,1
2609761,2023-05-26T00:00:00Z,Arizona,Mesa,Alma School Road and Main Street,4,1,0,0,1
2608802,2023-05-26T00:00:00Z,Maryland,Baltimore,W Saratoga Street and N Eutaw Street,0,5,0,0,0
2609992,2023-05-26T00:00:00Z,Mississippi,Columbus,2118 Hwy 45 N,1,4,0,0,1
2608556,2023-05-26T00:00:00Z,Georgia,Brunswick,100 Wasp Dr,0,5,0,0,0
2608239,2023-05-25T00:00:00Z,Maryland,Baltimore,3300 Ramona Avenue,0,4,0,0,0
2606205,2023-05-23T00:00:00Z,Texas,Texarkana,563 Lemon Acre,4,0,0,0,1
2606213,2023-05-23T00:00:00Z,Indiana,Columbus,2201 Lincoln Park Dr,0,4,0,0,2
2605897,2023-05-22T00:00:00Z,Tennessee,Columbia,Beech Street,1,4,0,0,2
2605263,2023-05-21T00:00:00Z,Mississippi,Clarksdale,300 Delta Street,0,13,0,0,0
2604461,2023-05-21T00:00:00Z,Washington,Renton,E Valley Hwy and S 180th Street,0,5,0,0,0
2603680,2023-05-21T00:00:00Z,Missouri,Kansas City,4244 Indiana Avenue,3,2,0,0,1
2605709,2023-05-21T00:00:00Z,Mississippi,Jonestown,MS-316,0,4,0,0,0
2604279,2023-05-21T00:00:00Z,Louisiana,Thibodaux,300 Hyland Dr,0,7,0,0,1
2603241,2023-05-20T00:00:00Z,California,Los Angeles,1010 Wilshire Blvd,0,4,0,0,0
2603598,2023-05-20T00:00:00Z,Louisiana,New Orleans,6000 Beechcraft Street,2,2,0,0,0
2603689,2023-05-20T00:00:00Z,Kentucky,Louisville,600 N 34th Street,0,4,0,0,0
2603870,2023-05-20T00:00:00Z,Georgia,Thomson,511 Knox Street,0,4,0,0,1
2601416,2023-05-18T00:00:00Z,Texas,San Antonio,5138 UTSA Blvd,1,3,0,0,2
2600376,2023-05-16T00:00:00Z,Texas,San Antonio,800 Poinsettia Street,0,4,0,0,0
2598731,2023-05-15T00:00:00Z,New Mexico,Farmington,700 N Dustin Avenue,3,6,1,0,0
2598323,2023-05-14T00:00:00Z,Pennsylvania,Hazleton,W 11th Street and N Manhattan Ct,0,4,0,0,1
2598168,2023-05-14T00:00:00Z,Alabama,Montgomery,5500 Atlanta Highway,1,3,0,0,0
2597941,2023-05-14T00:00:00Z,Indiana,Anderson,1600 Madison Avenue,0,6,0,0,0
2598225,2023-05-14T00:00:00Z,Louisiana,Shreveport,9064 Mansfield Avenue,0,4,0,0,1
2597075,2023-05-13T00:00:00Z,Louisiana,Shreveport,3600 Hollywood Avenue,0,4,0,0,0
2597897,2023-05-13T00:00:00Z,California,Sacramento,Fairfield Street and Del Paso Blvd,0,4,0,0,3
2597569,2023-05-13T00:00:00Z,Georgia,Augusta,120 Sand Bar Ferry Road,2,4,0,0,0
2597757,2023-05-13T00:00:00Z,Kentucky,Louisville,627 S 4th Street,1,4,0,0,0
2597561,2023-05-13T00:00:00Z,New Hampshire,Manchester,129 Ahern Street,0,4,0,0,3
2597740,2023-05-13T00:00:00Z,Arizona,Yuma,3800 S J Edward Dr,2,5,0,0,3
2597218,2023-05-12T00:00:00Z,Maryland,Laurel,300 Domer Avenue,0,4,0,0,0
2595672,2023-05-11T00:00:00Z,Indiana,Indianapolis,4020 S East Street,1,3,0,0,0
2595658,2023-05-11T00:00:00Z,Pennsylvania,Philadelphia,5900 North 21st Street,1,3,0,0,0
2595583,2023-05-11T00:00:00Z,Illinois,Chicago,600 W 61st Pl,2,3,0,0,0
2594759,2023-05-10T00:00:00Z,Colorado,Denver,9600 E Girard Avenue,1,4,0,1,2
2590876,2023-05-07T00:00:00Z,New Jersey,Newark,300 Orange Street,1,3,0,0,0
2590669,2023-05-07T00:00:00Z,California,Adelanto,10900 Bartlett Avenue,2,5,0,0,0
2590631,2023-05-07T00:00:00Z,Missouri,Columbia,904 Business Loop 70 E,1,3,0,1,3
2590617,2023-05-07T00:00:00Z,Missouri,Saint Louis,2100 Branch Street,2,2,0,0,1
2591640,2023-05-07T00:00:00Z,California,Thornton,8600 W Mokelumne Avenue,1,3,0,0,0
2591270,2023-05-07T00:00:00Z,California,Redwood City,400 Redwood Avenue,0,5,0,0,0
2591449,2023-05-07T00:00:00Z,Wisconsin,Fond Du Lac,912 Martin Avenue,1,3,0,0,2
2590940,2023-05-07T00:00:00Z,Maryland,Frostburg,E College Avenue,1,3,0,0,5
2590046,2023-05-06T00:00:00Z,Texas,Allen,820 W Streetacy Road,8,7,1,0,0
2589762,2023-05-06T00:00:00Z,Ohio,Columbus,624 N High Street,0,9,0,1,1
2589882,2023-05-06T00:00:00Z,California,Chico,1000 Columbus Avenue,1,5,0,0,3
2589765,2023-05-06T00:00:00Z,Ohio,Columbus,1400 Street Clair Avenue,1,3,1,0,0
2592771,2023-05-06T00:00:00Z,Mississippi,Robinsonville,2669 Kirby Road,0,4,0,0,0
2589699,2023-05-05T00:00:00Z,Mississippi,Ocean Springs,1013 Government Street,1,6,0,0,1
2589790,2023-05-05T00:00:00Z,Mississippi,Vicksburg,1320 Levee Street,0,4,0,0,0
2592407,2023-05-05T00:00:00Z,Louisiana,Bastrop,Welch Avenue. and Pruitt Street,2,2,0,0,1
2589981,2023-05-05T00:00:00Z,Missouri,Saint Louis,2837 Cherokee Street,2,2,0,0,0
2589804,2023-05-05T00:00:00Z,Mississippi,Natchez,261 Devereux Dr,2,3,0,0,5
2587918,2023-05-03T00:00:00Z,Illinois,Chicago,6300 South Calumet Avenue,0,4,0,0,0
2587386,2023-05-03T00:00:00Z,Georgia,Atlanta,1110 W Peachtree Street Northwest,1,4,0,0,1
2588047,2023-05-02T00:00:00Z,Louisiana,Bossier City,3820 LA-782,2,2,0,0,1
2587288,2023-05-02T00:00:00Z,Florida,Lake Wales,614 Dawnlight Dr,4,0,1,0,0
2586872,2023-04-30T00:00:00Z,Oklahoma,Henryetta,14360 Holly Road,6,0,1,0,0
2584772,2023-04-30T00:00:00Z,Kentucky,Paducah,505 S 8th Street,0,4,0,0,5
2584779,2023-04-30T00:00:00Z,Oklahoma,Oklahoma City,3000 W Memorial Road,1,3,0,0,0
2586747,2023-04-30T00:00:00Z,Nevada,Las Vegas,Bermuda Road and Pilot Road,0,4,0,0,0
2584743,2023-04-30T00:00:00Z,Georgia,Athens,1155 Mitchell Bridge Road,1,3,0,0,0
2584748,2023-04-30T00:00:00Z,Mississippi,Bay Saint Louis,1000 Old Blue Meadow Road,2,4,0,0,1
2585718,2023-04-30T00:00:00Z,California,Mojave,15900 H Street,4,0,0,0,1
2584808,2023-04-30T00:00:00Z,Louisiana,Lafayette,W Congress Avenue and University Avenue,1,5,0,0,0
2584763,2023-04-30T00:00:00Z,Texas,Bryan,W 26th Street and S Bryan Avenue,0,4,0,0,0
2584930,2023-04-30T00:00:00Z,Massachusetts,Lawrence,5 Royal Street,1,5,0,0,0
2585253,2023-04-30T00:00:00Z,Alabama,Birmingham,800 48th Street N,0,4,0,0,1
2584240,2023-04-29T00:00:00Z,South Carolina,Columbia,600 Beckman Road,0,9,0,0,7
2584711,2023-04-29T00:00:00Z,Washington,Auburn,2500 B Street Northwest,0,4,0,0,0
2583589,2023-04-28T00:00:00Z,Pennsylvania,Philadelphia,5900 Palmetto Street,3,1,0,0,3
2584064,2023-04-28T00:00:00Z,Texas,Cleveland,171 Walter Dr,5,0,0,0,1
2579179,2023-04-23T00:00:00Z,Texas,Jasper,470 County Road 263,0,11,0,0,4
2579262,2023-04-22T00:00:00Z,North Carolina,Winston Salem,1256 Alder Street,1,4,0,0,0
2579441,2023-04-21T00:00:00Z,Georgia,Rockmart,Fairview Road and Morgan Street,0,4,0,0,0
2578168,2023-04-21T00:00:00Z,District of Columbia,Washington,500 Lebaum Street Southeast,0,8,0,0,1
2577693,2023-04-20T00:00:00Z,New Jersey,Trenton,269 Hamilton Avenue,1,3,0,0,0
2577642,2023-04-20T00:00:00Z,Connecticut,Hartford,Huntington Street and Asylum Avenue,1,3,0,0,0
2575621,2023-04-18T00:00:00Z,Maine,Bowdoin,1459 Augusta Road,4,3,0,0,1
2576366,2023-04-18T00:00:00Z,North Carolina,Fayetteville,200 Alphin Street,1,3,0,0,2
2574091,2023-04-16T00:00:00Z,Mississippi,Biloxi,2466 Beach Blvd,0,5,0,0,1
2574324,2023-04-16T00:00:00Z,Georgia,Keysville,Tyrone Brooks Dr,0,4,0,0,0
2572960,2023-04-15T00:00:00Z,Hawaii,Waianae,87131 Kaukamana Road,2,3,0,0,2
2573436,2023-04-15T00:00:00Z,Alabama,Dadeville,220 N Broadnax Street,4,32,0,2,6
2572582,2023-04-15T00:00:00Z,New Jersey,Paterson,14th Avenue and E 22nd Street,0,6,0,0,0
2573200,2023-04-15T00:00:00Z,New Jersey,Newark,400 Leslie Street,1,3,0,0,1
2573179,2023-04-15T00:00:00Z,Arizona,Phoenix,4617 W Indian School Road,0,4,0,0,0
2572997,2023-04-15T00:00:00Z,California,Northridge,19105 Parthenia Street,2,2,0,0,1
2573266,2023-04-15T00:00:00Z,Kentucky,Louisville,1200 Southwestern Pkwy,2,4,0,0,0
2572471,2023-04-14T00:00:00Z,Missouri,Kansas City,3500 Prospect Avenue,1,4,0,0,0
2571130,2023-04-13T00:00:00Z,New York,Bronx,1859 Westchester Avenue,0,4,0,0,0
2571648,2023-04-13T00:00:00Z,Michigan,Detroit,13570 Penrod Street,0,4,0,1,1
2570622,2023-04-12T00:00:00Z,Ohio,Toledo,998 Dorr Street,1,5,0,0,0
2570985,2023-04-12T00:00:00Z,Indiana,Fort Wayne,3530 Harvester Avenue,1,3,0,0,0
2570789,2023-04-12T00:00:00Z,North Carolina,Goldsboro,112 N. Leslie Street,1,5,0,0,0
2570823,2023-04-12T00:00:00Z,New Jersey,Trenton,Spring Street and Calhoun Street,1,3,0,0,0
2569434,2023-04-11T00:00:00Z,District of Columbia,Washington,4001 Benning Road Northeast,1,3,0,0,0
2568184,2023-04-10T00:00:00Z,Kentucky,Louisville,333 E Main Street,5,5,1,0,0
2568150,2023-04-09T00:00:00Z,Florida,Orlando,5344 Lescot Ln,3,2,0,0,0
2567299,2023-04-08T00:00:00Z,Texas,Houston,250 Uvalde Road,0,4,0,0,0
2566705,2023-04-07T00:00:00Z,South Carolina,Isle Of Palms,1140 Ocean Blvd,0,5,0,0,1
2566449,2023-04-07T00:00:00Z,Louisiana,New Orleans,I-10 and Read Blvd,0,4,0,0,0
2566162,2023-04-06T00:00:00Z,Pennsylvania,Philadelphia,3700 N Carlisle Street,0,4,0,0,0
2565404,2023-04-05T00:00:00Z,Virginia,Virginia Beach,700 Lake Edward Dr,0,4,0,0,0
2564607,2023-04-04T00:00:00Z,Pennsylvania,Philadelphia,3400 Rorer Street,1,4,0,0,0
2564328,2023-04-03T00:00:00Z,Tennessee,Jackson,1600 Hollywood Dr,0,4,0,0,0
2564074,2023-04-03T00:00:00Z,Georgia,Atlanta,2479 Abner Terrace Northwest,1,3,0,0,0
2564105,2023-04-03T00:00:00Z,Colorado,Pueblo,1000 E 11th Street,1,3,0,0,0
2562882,2023-04-02T00:00:00Z,District of Columbia,Washington,2900 Martin Luther King Jr Avenue Southeast,0,4,0,0,0
2563072,2023-04-02T00:00:00Z,North Carolina,Fayetteville,5044 Yadkin Road,1,3,0,1,1
2562631,2023-04-02T00:00:00Z,California,Moreno Valley,24700 Sunnymead Blvd,0,4,0,0,0
2562492,2023-04-01T00:00:00Z,Maryland,Baltimore,3205 Woodring Avenue,3,1,0,0,1
2559838,2023-03-29T00:00:00Z,Tennessee,Memphis,6980 Winchester Road,2,4,0,1,3
2555459,2023-03-27T00:00:00Z,Tennessee,Nashville,33 Burton Hills Blvd,6,0,1,0,0
2555326,2023-03-27T00:00:00Z,Wisconsin,Milwaukee,7225 N 76th Street,0,5,0,0,0
2555309,2023-03-26T00:00:00Z,Minnesota,Minneapolis,5601 Brooklyn Blvd,0,6,0,0,0
2554779,2023-03-26T00:00:00Z,Pennsylvania,Philadelphia,1900 N 19th Street,2,2,0,0,0
2555301,2023-03-26T00:00:00Z,Arkansas,Little Rock,3002 Washington Street,2,5,0,0,0
2555123,2023-03-26T00:00:00Z,Louisiana,Minden,801 Harris Street,0,4,0,0,3
2553878,2023-03-25T00:00:00Z,Illinois,Macomb,533 N Johnson Street,1,10,0,0,2
2554912,2023-03-25T00:00:00Z,New York,Hempstead,Spencer Pl and Jerusalem Avenue,0,4,0,0,0
2553829,2023-03-25T00:00:00Z,Louisiana,Shreveport,200 Texas Street,1,5,0,0,1
2555579,2023-03-25T00:00:00Z,North Carolina,Williamston,W Pine Street,0,5,0,0,0
2553843,2023-03-24T00:00:00Z,Louisiana,Shreveport,1800 Logan Street,0,8,0,0,0
3016244,2023-03-24T00:00:00Z,Arizona,Phoenix,W Peoria Avenue and N 11th Avenue,0,6,0,0,1
2552552,2023-03-23T00:00:00Z,Maryland,Baltimore,2801 Edmondson Avenue,1,5,0,0,2
2551596,2023-03-21T00:00:00Z,New Jersey,Trenton,45 N Streetockton Street,0,4,0,0,0
2551678,2023-03-21T00:00:00Z,South Carolina,Sumter,190 Whitetail Cir,4,0,1,0,0
2550749,2023-03-20T00:00:00Z,Wisconsin,Milwaukee,N 14th Street and W Concordia Avenue,1,5,0,0,1
2548773,2023-03-18T00:00:00Z,Ohio,Columbus,1570 S. High Street,2,4,0,0,1
2549452,2023-03-18T00:00:00Z,Illinois,Chicago,2425 E 72nd Street,0,4,0,0,0
2549324,2023-03-18T00:00:00Z,Texas,Dallas,Gannon Ln and S Westmoreland Road,0,4,0,0,0
2546495,2023-03-15T00:00:00Z,Oregon,Portland,7900 Northeast 82nd Avenue,2,2,0,0,1
2545871,2023-03-14T00:00:00Z,Alabama,Birmingham,8400 8th Avenue S,4,0,0,0,1
2545631,2023-03-13T00:00:00Z,Texas,Lubbock,9103 Avenue P,1,3,0,0,1
2544566,2023-03-12T00:00:00Z,Texas,Laredo,4800 Roque Loop,0,14,0,0,1
2544817,2023-03-12T00:00:00Z,Texas,Dallas,3626 Villaverde Avenue,4,0,0,0,2
2543748,2023-03-11T00:00:00Z,New York,Brooklyn,E 45th Street and Snyder Avenue,1,3,0,0,0
2544920,2023-03-11T00:00:00Z,Washington,Vancouver,6701 E Mill Plain Blvd,1,3,0,0,2
2543201,2023-03-10T00:00:00Z,Florida,Hialeah,14811 Northwest 87th Ct,4,0,1,0,0
2541580,2023-03-07T00:00:00Z,Tennessee,Memphis,2100 Labelle Street,0,4,0,0,0
2541937,2023-03-07T00:00:00Z,Arkansas,Pine Bluff,2611 W 34th Street,2,2,0,0,1
2539814,2023-03-06T00:00:00Z,California,Sacramento,2200 Rogue River Dr,3,1,0,0,1
2540078,2023-03-06T00:00:00Z,Tennessee,Memphis,176 Hillview Avenue,3,1,0,0,1
2539582,2023-03-05T00:00:00Z,Illinois,Bolingbrook,123 Lee Lane,3,1,0,0,1
2539165,2023-03-05T00:00:00Z,Maryland,Capitol Heights,1200 Elfin Avenue,0,4,0,0,0
2539515,2023-03-05T00:00:00Z,Florida,Lake City,Northwest Alma Avenue,0,4,0,0,0
2539065,2023-03-05T00:00:00Z,Louisiana,Shreveport,4725 Greenwood Road,0,4,0,0,0
2539531,2023-03-04T00:00:00Z,Missouri,Cape Girardeau,15 N Main Street,0,4,0,1,3
2539082,2023-03-04T00:00:00Z,California,Los Angeles,E 76th Place and S Main Street,0,4,0,0,0
2539196,2023-03-04T00:00:00Z,Georgia,Douglasville,3377 Talkeetna Road,2,7,0,0,7
2538963,2023-03-04T00:00:00Z,California,San Pedro,Paseo Del Mar and Graysby Avenue,0,4,0,1,1
2536665,2023-03-01T00:00:00Z,Florida,Cocoa,4075 Alan Shepard Avenue,4,0,0,0,1
2534810,2023-02-27T00:00:00Z,Tennessee,Memphis,W Essex Avenue and Arkansas Street,2,2,0,1,1
2534995,2023-02-27T00:00:00Z,Ohio,New Richmond,1195 Riebel Ridge,3,1,1,0,0
2534097,2023-02-26T00:00:00Z,Michigan,Detroit,10300 Greensboro Street,2,2,0,0,0
2534613,2023-02-26T00:00:00Z,Florida,Pompano Beach,401 Northwest 27th Avenue,2,2,0,0,1
2534174,2023-02-26T00:00:00Z,Tennessee,Memphis,4675 S 3rd Street,1,4,0,0,0
2533625,2023-02-25T00:00:00Z,Minnesota,Saint Paul,500 Dale Street N,2,3,0,0,1
2534393,2023-02-25T00:00:00Z,Illinois,Machesney Park,1001 West Lane Road,0,4,0,0,2
2533920,2023-02-24T00:00:00Z,Louisiana,Abbeville,1616 Veterans Memorial Dr,0,4,0,0,2
2532658,2023-02-23T00:00:00Z,Pennsylvania,Philadelphia,2003-05 N 31st Street,0,7,0,0,0
2531512,2023-02-22T00:00:00Z,Florida,Orlando,6100 Hialeah Street,3,2,0,0,1
2531925,2023-02-22T00:00:00Z,Alabama,Daphne,123 Melanie Loop,4,0,0,0,1
2531078,2023-02-21T00:00:00Z,Colorado,Colorado Springs,3945 Palmer Park Blvd,0,5,0,0,0
2529381,2023-02-19T00:00:00Z,Illinois,Chicago,I-57 and W 111th Street,3,3,0,0,1
2528691,2023-02-19T00:00:00Z,Indiana,Indianapolis,8005 42nd Street,0,4,0,0,0
2528713,2023-02-19T00:00:00Z,Tennessee,Memphis,1482 E Shelby Dr,1,10,0,0,2
2529243,2023-02-19T00:00:00Z,Louisiana,New Orleans,Street Charles Avenue and Terpsichore Street,1,4,0,0,1
2528774,2023-02-18T00:00:00Z,Missouri,Saint Louis,410 N Tucker Blvd,0,4,0,0,0
2528505,2023-02-18T00:00:00Z,Georgia,Columbus,3048 Victory Dr,3,1,0,0,1
2528239,2023-02-18T00:00:00Z,South Carolina,Loris,3450 East SC 9 Business,0,4,0,0,0
2527517,2023-02-17T00:00:00Z,Mississippi,Coldwater,3196 Arkabutla Dam Road,6,0,0,0,1
2528066,2023-02-17T00:00:00Z,Georgia,Columbus,4499 Warm Springs Road Connector,0,9,0,0,2
2527234,2023-02-15T00:00:00Z,Maryland,Baltimore,1400 E Fayette Street,0,4,0,0,0
2526362,2023-02-15T00:00:00Z,Texas,El Paso,8401 Gateway Blvd W,1,3,0,1,1
2525382,2023-02-14T00:00:00Z,Pennsylvania,Pittsburgh,1101 N Murtland Street,0,4,0,0,2
2525634,2023-02-14T00:00:00Z,New York,Buffalo,Crossman Avenue and Heminway Street,0,5,0,0,0
2525591,2023-02-13T00:00:00Z,New Jersey,Paterson,50 12th Avenue,0,4,0,0,0
2524577,2023-02-13T00:00:00Z,Michigan,East Lansing,509 E Circle Dr,3,5,1,0,0
2523928,2023-02-12T00:00:00Z,Mississippi,Louisville,309 E John C Streetennis Dr,1,5,0,0,4
2522649,2023-02-10T00:00:00Z,New York,Brooklyn,3222 Mermaid Avenue,0,4,0,0,0
2522557,2023-02-10T00:00:00Z,New York,Bronx,631 E Tremont Avenue,2,2,0,0,2
2521084,2023-02-08T00:00:00Z,North Carolina,Laurinburg,Marcellus Street,0,4,0,0,0
2521112,2023-02-08T00:00:00Z,Louisiana,New Orleans,Bullard Avenue and Chef Menteur Hwy,2,4,0,0,0
2521423,2023-02-08T00:00:00Z,North Carolina,Elizabeth City,1000 Walker Avenue,0,4,0,0,0
2518860,2023-02-06T00:00:00Z,Texas,Corpus Christi,2700 Persimmon Street,1,3,0,1,3
2518344,2023-02-05T00:00:00Z,Arizona,Tucson,4000 E Agate Knoll Dr,1,3,0,0,1
2518456,2023-02-05T00:00:00Z,Arkansas,Newport,400 Clay Street,1,4,0,0,4
2518292,2023-02-05T00:00:00Z,California,Stockton,1300 W Fremont Street,1,3,0,0,0
2518281,2023-02-05T00:00:00Z,Colorado,Peyton,12252 Point Reyes Dr,2,3,0,0,0
2517797,2023-02-04T00:00:00Z,Texas,Huntsville,1505 19th Street,2,2,0,0,2
2516494,2023-02-01T00:00:00Z,California,Los Angeles,711 E. 108 Street,0,5,0,0,0
2516309,2023-02-01T00:00:00Z,Texas,Texas City,8601 Emmett F Lowry Expy,0,4,0,0,0
2514902,2023-01-31T00:00:00Z,North Carolina,Durham,4100 Sudbury Road,2,2,0,0,2
2514564,2023-01-30T00:00:00Z,Florida,Lakeland,923 N Iowa Avenue,0,11,0,0,5
2514220,2023-01-30T00:00:00Z,Texas,Dallas,5800 Bonnie View Road,1,3,0,1,1
2605383,2023-01-29T00:00:00Z,Tennessee,Luttrell,380 Clinch Valley Road,4,0,1,0,0
2513512,2023-01-29T00:00:00Z,Ohio,Columbus,1680 Karl Ct,1,3,0,0,1
2513575,2023-01-29T00:00:00Z,North Carolina,Greensboro,6400 W Market Street,1,6,0,0,1
2513517,2023-01-28T00:00:00Z,South Carolina,Andrews,Birch Creek Road,2,2,0,0,1
2513496,2023-01-28T00:00:00Z,Texas,Austin,12636 Research Blvd,2,3,0,0,1
2513044,2023-01-28T00:00:00Z,California,Beverly Hills,2799 Ellison Dr,3,2,0,0,3
2513527,2023-01-28T00:00:00Z,Pennsylvania,Philadelphia,Knorr Street and Loretto Avenue,0,4,0,0,0
2512985,2023-01-27T00:00:00Z,California,San Diego,62nd Street and Akins Avenue,1,4,0,0,1
2512343,2023-01-26T00:00:00Z,New Jersey,Newark,1079 Broad Street,1,4,0,0,0
2512617,2023-01-26T00:00:00Z,Pennsylvania,Lancaster,525 N Franklin Street,0,4,0,0,0
2510365,2023-01-24T00:00:00Z,North Carolina,Red Springs,100 Samuel Williams Dr,3,1,0,0,1
2509362,2023-01-23T00:00:00Z,Illinois,Chicago,2909 E 78th Street,2,3,0,0,0
2510063,2023-01-23T00:00:00Z,California,Oakland,5910 MacArthur Blvd,1,4,0,0,2
2509663,2023-01-23T00:00:00Z,California,Half Moon Bay,12761 San Mateo Road,7,1,0,0,1
2508522,2023-01-22T00:00:00Z,Louisiana,Shreveport,1600 Sugar Ln,1,7,0,0,0
2508370,2023-01-22T00:00:00Z,Louisiana,Baton Rouge,4619 Bennington Avenue,0,12,0,0,3
2508683,2023-01-22T00:00:00Z,Mississippi,Robinsonville,1010 Casino Center Dr,0,4,0,0,1
2507423,2023-01-21T00:00:00Z,Arizona,Yuma,1300 W 9th Street,0,5,0,0,1
2507836,2023-01-21T00:00:00Z,California,Monterey Park,122 W Garvey Avenue,11,9,1,0,0
2504645,2023-01-17T00:00:00Z,Texas,Houston,6729 Lockwood Dr,0,4,0,0,0
2503345,2023-01-16T00:00:00Z,California,Goshen,Harvest Avenue and Road 68,6,0,0,0,2
2503245,2023-01-16T00:00:00Z,Florida,Sanford,Rinehart Road and Co Road 46A,1,5,0,0,14
2503649,2023-01-16T00:00:00Z,Florida,Fort Pierce,Avenuenue M and N 13th Street,1,7,0,0,1
2503058,2023-01-15T00:00:00Z,Illinois,Rockford,2311 23rd Street,3,1,0,1,0
2502680,2023-01-15T00:00:00Z,Texas,Houston,5121 FM 1960 Road W,1,4,0,0,0
2503178,2023-01-15T00:00:00Z,Florida,Homestead,700 Southwest Sixth Street,1,3,0,0,0
2503197,2023-01-15T00:00:00Z,Arizona,Phoenix,S 46th Pl and E Broadway Road,0,4,0,0,0
2502550,2023-01-14T00:00:00Z,Missouri,Saint Louis,Berwyn Dr and Lanier Dr,0,4,0,0,0
2501869,2023-01-13T00:00:00Z,Ohio,Cleveland,3719 Mack Ct,4,1,0,0,1
2499119,2023-01-09T00:00:00Z,Minnesota,Minneapolis,2218 E Lake Street,0,4,0,0,0
2499381,2023-01-09T00:00:00Z,Pennsylvania,Philadelphia,3300 Guilford Street,3,1,0,0,1
2498792,2023-01-09T00:00:00Z,Colorado,Denver,18th Street and Blake Street,0,4,0,0,0
2498013,2023-01-08T00:00:00Z,Minnesota,Minneapolis,930 Hennepin Avenue,0,4,0,0,0
2499425,2023-01-08T00:00:00Z,Georgia,Albany,1021 S McKinley Street,0,4,0,0,0
2497502,2023-01-07T00:00:00Z,North Carolina,High Point,2734 Mossy Meadow Dr,4,0,1,0,0
2497948,2023-01-07T00:00:00Z,Alabama,Huntsville,2817 Hwy 72 E,2,9,0,0,3
2496714,2023-01-06T00:00:00Z,Texas,Dallas,8544 Lazy Acres Cir,3,2,0,0,1
2497164,2023-01-06T00:00:00Z,California,San Francisco,600 Valencia Street,1,3,0,0,0
2496431,2023-01-05T00:00:00Z,Louisiana,New Orleans,Street Andrew Street and Rev John Raphael Jr Way,2,3,0,0,0
2496391,2023-01-05T00:00:00Z,Florida,Miami Gardens,17647 Northwest 27th Avenue,0,10,0,0,0
2494934,2023-01-04T00:00:00Z,Maryland,Baltimore,4408 Edmondson Avenue,1,4,0,0,1
2495648,2023-01-04T00:00:00Z,Utah,Cedar City,4923 N Albert Dr,7,0,1,0,0
2495059,2023-01-04T00:00:00Z,Virginia,Dumfries,17900 Milroy Dr,1,4,0,0,1
2494425,2023-01-03T00:00:00Z,Louisiana,New Orleans,2600 S Rocheblave Street,0,4,0,0,0
2494254,2023-01-03T00:00:00Z,District of Columbia,Washington,6200 Georgia Avenue Northwest,1,3,0,0,0
2497601,2023-01-01T00:00:00Z,Florida,Miami Gardens,Northwest 171st Street and Northwest 30th Avenue,0,9,0,0,0
2492601,2023-01-01T00:00:00Z,Illinois,Chicago,300 E 57th Street,1,3,0,0,0
2492611,2023-01-01T00:00:00Z,North Carolina,Durham,1000 N Miami Blvd,0,5,0,0,0
2493102,2023-01-01T00:00:00Z,Pennsylvania,Allentown,1140 E Clair Street,0,4,0,0,0
2492448,2023-01-01T00:00:00Z,Florida,Ocala,1600 Southwest 5th Street,2,4,0,0,1
2492314,2023-01-01T00:00:00Z,Ohio,Columbus,2830 Johnstown Road,1,4,0,0,2
2492253,2022-12-31T00:00:00Z,Alabama,Mobile,200 Dauphin Street,1,7,0,1,1
2491656,2022-12-31T00:00:00Z,Arizona,Phoenix,4201 N 19th Avenue,0,9,0,0,0
2491054,2022-12-30T00:00:00Z,Tennessee,Memphis,E Brooks Road,1,3,0,0,0
2490925,2022-12-30T00:00:00Z,Texas,Humble,4800 Park Square Ln,2,3,0,0,0
2489614,2022-12-28T00:00:00Z,New York,Bronx,851 E Tremont Avenue,1,3,0,0,2
2490150,2022-12-28T00:00:00Z,Texas,Dallas,9500 Scyene Road,0,6,0,0,0
2488952,2022-12-27T00:00:00Z,District of Columbia,Washington,2300 Pennsylvania Avenue Southeast,0,4,0,0,0
2489345,2022-12-27T00:00:00Z,Ohio,Columbus,900 Bellows Avenue,0,5,0,0,0
2489124,2022-12-27T00:00:00Z,California,Eureka,4000 Crane Street,2,2,0,0,1
2488209,2022-12-26T00:00:00Z,Louisiana,New Orleans,2031 Street Maurice Avenue,2,4,0,0,1
2487989,2022-12-24T00:00:00Z,Mississippi,Columbus,90 Luxapalila Dr,1,3,0,1,1
2487517,2022-12-23T00:00:00Z,Kansas,Wichita,900 S Mission Road,2,2,0,0,2
2485011,2022-12-19T00:00:00Z,Florida,Lake City,Northwest Dixie Avenue and Northwest Wright Ln,0,5,0,0,0
2484083,2022-12-18T00:00:00Z,California,Santa Ana,2112 S Main Street,1,3,0,0,3
2483594,2022-12-18T00:00:00Z,Oklahoma,Oklahoma City,311 S Klein Avenue,0,4,0,0,0
2483489,2022-12-17T00:00:00Z,Georgia,Atlanta,3000 Continental Colony Pkwy Southwest,2,3,0,0,1
2483188,2022-12-16T00:00:00Z,Georgia,Valdosta,611 E Ann Street,2,2,0,0,1
